,Flow,max_interpacket_interval,min_interpacket_interval,avg_interpacket_interval,sum_interpacket_interval,max_packet_length,min_packet_length,avg_packet_length,sum_packet_length,mode_packet_length,max_feature_mean_func_interpacket_interval_per_0.2,min_feature_mean_func_interpacket_interval_per_0.2,std_feature_mean_func_interpacket_interval_per_0.2,mean_feature_mean_func_interpacket_interval_per_0.2,max_feature_sum_func_interpacket_interval_per_0.2,min_feature_sum_func_interpacket_interval_per_0.2,std_feature_sum_func_interpacket_interval_per_0.2,mean_feature_sum_func_interpacket_interval_per_0.2,max_feature_mean_func_interpacket_interval_per_0.05,min_feature_mean_func_interpacket_interval_per_0.05,std_feature_mean_func_interpacket_interval_per_0.05,mean_feature_mean_func_interpacket_interval_per_0.05,max_feature_sum_func_interpacket_interval_per_0.05,min_feature_sum_func_interpacket_interval_per_0.05,std_feature_sum_func_interpacket_interval_per_0.05,mean_feature_sum_func_interpacket_interval_per_0.05,max_feature_mean_func_packet_length_per_0.2,min_feature_mean_func_packet_length_per_0.2,std_feature_mean_func_packet_length_per_0.2,mean_feature_mean_func_packet_length_per_0.2,max_feature_sum_func_packet_length_per_0.2,min_feature_sum_func_packet_length_per_0.2,std_feature_sum_func_packet_length_per_0.2,mean_feature_sum_func_packet_length_per_0.2,max_feature_mean_func_packet_length_per_0.05,min_feature_mean_func_packet_length_per_0.05,std_feature_mean_func_packet_length_per_0.05,mean_feature_mean_func_packet_length_per_0.05,max_feature_sum_func_packet_length_per_0.05,min_feature_sum_func_packet_length_per_0.05,std_feature_sum_func_packet_length_per_0.05,mean_feature_sum_func_packet_length_per_0.05,max_feature_packet_number_per_0.2,min_feature_packet_number_per_0.2,std_feature_packet_number_per_0.2,mean_feature_packet_number_per_0.2,label
10,192.168.1.78:53152<-->17.248.214.69:443,0.05403399467468262,9.5367431640625e-07,0.007150395711263021,0.21451187133789062,1514,66,369.61290322580646,11458,66,0.13038905735673575,0.13038905735673575,0.0,0.13038905735673575,3.781282663345337,3.781282663345337,0.0,3.781282663345337,0.005303712991567759,0.00044095516204833984,0.001986738635728336,0.0028172820320218317,0.06894826889038086,0.0008819103240966797,0.027893255778832903,0.0332030455271403,162.8,162.8,0.0,162.8,4070,4070,0.0,4070.0,647.7857142857143,77.27272727272727,239.85326661017154,322.0194805194805,9069,723,3904.7521759460683,3547.3333333333335,30,1,14.5,15.5,normal
11,192.168.1.78:54596<-->104.18.39.85:443,26.090677976608276,0.0,0.87354523340861,26.2063570022583,1294,65,572.6451612903226,17752,1242,0.07299296345029559,0.07299296345029559,0.0,0.07299296345029559,2.0438029766082764,2.0438029766082764,0.0,2.0438029766082764,0.02924505869547526,0.02236441943956458,0.003440319627955341,0.02580473906751992,0.5143816471099854,0.08773517608642578,0.21332323551177979,0.30105841159820557,570.2068965517242,570.2068965517242,0.0,570.2068965517242,16536,16536,0.0,16536.0,1242.0,479.2916666666667,381.35416666666663,860.6458333333334,11503,4968,3267.5,8235.5,29,2,13.5,15.5,normal
12,192.168.1.78:53065<-->172.64.148.171:443,74.1540219783783,9.5367431640625e-07,4.121806732813517,123.65420198440552,1514,66,456.1290322580645,14140,66,0.10224737904288551,0.03970651626586914,0.031270431388508185,0.07097694765437733,2.2494423389434814,0.1985325813293457,1.0254548788070679,1.2239874601364136,0.03970651626586914,0.012747791078355577,0.009672830380914325,0.026861785517798532,0.2075347900390625,0.0760350227355957,0.055628090006016054,0.14920812845230103,536.5714285714286,231.6,152.48571428571427,384.0857142857143,4632,3756,438.0,4194.0,584.625,72.66666666666667,211.991242150291,357.24355158730157,4677,218,1697.4077846822784,2691.75,23,1,9.285592184789413,10.333333333333334,normal
13,192.168.1.78:53755<-->95.213.22.90:443,74.9586009979248,9.5367431640625e-07,3.93911083539327,118.1733250617981,1514,66,268.1290322580645,8312,66,0.06994602896950462,0.020853281021118164,0.02454637397419323,0.04539965499531139,1.5388126373291016,0.06255984306335449,0.7381263971328735,0.800686240196228,0.0343065791659885,0.020509004592895508,0.0064246298754944585,0.02522295492666739,0.3087592124938965,0.06255984306335449,0.10051175748140576,0.18530003229777017,196.33333333333334,161.0,17.66666666666667,178.66666666666669,4123,966,1578.5,2544.5,216.6153846153846,163.375,22.240142809110406,186.66346153846155,2816,900,824.2023753639367,1674.3333333333333,23,2,9.104333522498441,10.333333333333334,normal
14,192.168.1.78:53792<-->5.45.247.253:443,0.04722905158996582,9.5367431640625e-07,0.007649763425191244,0.2294929027557373,1464,66,442.96774193548384,13732,66,0.12036115924517314,0.01179647445678711,0.054282342394193016,0.06607881685098013,2.8886678218841553,0.04718589782714844,1.4207409620285034,1.4679268598556519,0.04641826947530111,0.003240717781914605,0.016174694532082912,0.02078692118326823,0.19523000717163086,0.029166460037231445,0.06779943388459056,0.10270929336547852,763.0,220.9090909090909,271.0454545454545,491.95454545454544,4860,4578,141.0,4719.0,763.0,72.66666666666667,285.91576884635094,392.14166666666665,5739,218,2220.1307816207586,3031.25,25,6,9.5,15.5,normal
15,192.168.1.78:53472<-->188.114.99.224:443,9.958470106124878,1.1920928955078125e-06,0.6965122938156127,20.895368814468384,1514,66,263.9032258064516,8181,66,0.1531564508165632,0.09139363765716553,0.023861284921375143,0.11359406000091916,1.0720951557159424,0.1981058120727539,0.3712179223291051,0.6291142702102661,0.005316019058227539,0.0006518363952636719,0.0019140007900035336,0.0020185112953186035,0.031896114349365234,0.0013036727905273438,0.012869938439644022,0.009655117988586426,207.6,79.5,51.41945359816003,122.94166666666666,2076,252,736.8588738693455,933.0,605.2857142857143,167.66666666666666,173.59959068352535,367.8214285714286,4237,503,1494.2376609830178,1708.75,12,2,4.019950248448357,6.2,normal
16,192.168.1.78:53112<-->176.58.41.171:443,0.015938997268676758,9.5367431640625e-07,0.0016192038853963216,0.04857611656188965,1514,66,790.4516129032259,24504,1514,0.03324595292409261,0.03324595292409261,0.0,0.03324595292409261,0.9973785877227783,0.9973785877227783,0.0,0.9973785877227783,0.03324595292409261,0.03324595292409261,0.0,0.03324595292409261,0.9973785877227783,0.9973785877227783,0.0,0.9973785877227783,790.4516129032259,790.4516129032259,0.0,790.4516129032259,24504,24504,0.0,24504.0,790.4516129032259,790.4516129032259,0.0,790.4516129032259,24504,24504,0.0,24504.0,31,31,0.0,31.0,normal
17,193.22.151.36:443<-->192.168.1.78:53778,0.01967310905456543,0.0,0.001307535171508789,0.03922605514526367,1464,66,591.0967741935484,18324,66,0.03312889734903971,0.03312889734903971,0.0,0.03312889734903971,0.9938669204711914,0.9938669204711914,0.0,0.9938669204711914,0.03312889734903971,0.03312889734903971,0.0,0.03312889734903971,0.9938669204711914,0.9938669204711914,0.0,0.9938669204711914,591.0967741935484,591.0967741935484,0.0,591.0967741935484,18324,18324,0.0,18324.0,591.0967741935484,591.0967741935484,0.0,591.0967741935484,18324,18324,0.0,18324.0,31,31,0.0,31.0,normal
18,192.168.1.78:53326<-->3.66.52.205:443,6.002942085266113,0.0,0.34020366668701174,10.206110000610352,1514,66,308.7096774193548,9570,66,0.10327600030338063,0.048070271809895836,0.0276028642467424,0.07567313605663824,1.7556920051574707,0.1442108154296875,0.8057405948638916,0.9499514102935791,0.048070271809895836,4.8955281575520836e-05,0.020829757012980538,0.02126354972521464,0.2454829216003418,0.0004405975341796875,0.1028227602444792,0.09846657514572144,159.1904761904762,91.33333333333333,33.92857142857144,125.26190476190476,3343,274,1534.5,1808.5,570.4615384615385,90.71428571428571,202.7526998016682,220.29395604395603,7416,274,3027.126225894784,2177.75,25,2,10.402991022884823,10.333333333333334,normal
19,192.168.1.78:53447<-->17.248.236.67:443,0.05629301071166992,9.5367431640625e-07,0.00605016549428304,0.1815049648284912,1514,66,381.7741935483871,11835,66,0.13475023905436198,0.13475023905436198,0.0,0.13475023905436198,4.042507171630859,4.042507171630859,0.0,4.042507171630859,0.0042025826194069605,0.0006865262985229492,0.001584399197332377,0.0029188322298454514,0.054143428802490234,0.0013730525970458984,0.02323637743709801,0.03391496340433756,141.56,141.56,0.0,141.56,3539,3539,0.0,3539.0,636.0666666666667,81.9,232.9738124424087,319.65555555555557,9541,723,4134.403409871315,3694.3333333333335,31,31,0.0,31.0,normal
